iter,time,reward,steps,convergence
1,0.001411902000199916,-643.6,299.9,89.59931658
2,0.0025109570003678527,-398.83,300.0,84.28769658
3,0.003426718000355322,-398.89,300.0,75.55411458
4,0.004349320000301304,-482.45,299.89,66.64411458
5,0.005468907000249601,-355.8,300.0,61.33411457999999
6,0.006395535000365271,-462.74,299.56,56.022494579999986
7,0.007360455000480215,-302.91,300.0,46.585223652779995
8,0.008251369000390696,-340.29,300.0,37.179456797005
9,0.009159654000541195,-311.78,299.78,31.735713971005005
10,0.010004587000366882,-356.5,299.68,26.616870423282286
11,0.011006561000385773,-314.4,300.0,26.57963642023651
12,0.011897695000470776,-353.84,297.95,22.888121000236502
13,0.012808433000373043,-338.39,300.0,26.311703000236502
14,0.013746398000421323,-338.39,298.98,29.911703000236507
15,0.014632574000415843,-358.41,299.21,26.31864039303834
16,0.01554804900047202,-631.18,300.0,23.450381377047904
17,0.016460648000474976,-396.57,300.0,26.79665900251025
18,0.017115623000563573,-301.52,300.0,30.714209658285245
19,0.018036312000731414,-373.76,298.39,30.498251315973334
20,0.01859874500087244,-321.8,300.0,30.423096907210073
21,0.019542931000842145,-304.1,300.0,31.244353760922998
22,0.020502306000935278,-304.68,300.0,35.021807215219965
23,0.021430736001093464,-320.34,300.0,32.921630496669756
24,0.0223500890010655,-300.21,300.0,29.990316768968636
25,0.0234652830010873,-327.77,297.68,32.69667932611712
26,0.02435140600118757,-428.06,295.37,32.309370188516574
27,0.02488334100121392,-374.54,296.28,29.901350540422573
28,0.02578806700125824,-497.97,298.96,26.762325546131443
29,0.02645500000130596,-339.61,289.83,24.136826012048605
30,0.027153208001436724,-310.18,294.33,21.18627131914399
31,0.02761026000143829,-339.28,299.39,23.54917906768131
32,0.02797486300141827,-303.31,275.4,22.45320012074674
33,0.028877464001425324,-305.32,291.56,20.42495902198675
34,0.02949655900124526,-330.52,295.73,23.152445664235007
35,0.030390046001230075,-314.36,290.67,23.757023115518574
36,0.030698008001309063,-361.25,295.34,24.732342484554483
37,0.03158071500138249,-335.75,299.65,24.51243061890513
38,0.032130068001379186,-311.12,300.0,24.402885743156197
39,0.03311919800148644,-334.22,299.75,23.825941426107924
40,0.033841138001434956,-365.62,299.05,23.04411681649473
41,0.03481803100135039,-376.6,290.19,23.245094861928937
42,0.03536669000141046,-341.83,296.13,26.097513080202084
43,0.036239796001382274,-419.76,293.6,29.81845072679628
44,0.03721116000156144,-346.93,296.17,29.744965474426543
45,0.03789248100156328,-384.8,271.93,28.204371542027808
46,0.038767220001545866,-306.49,298.72,29.728654701005894
47,0.039623297001526225,-721.99,294.67,33.03367132832091
