iter,time,reward,steps,convergence
1,0.001512149000006957,-468.63,298.01,93.51
2,0.0025401990000091246,-468.07,300.0,83.61
3,0.003484712000044965,-383.55,298.87,78.12
4,0.004536061999999674,-383.23,298.83,68.22
5,0.00576568399998223,-418.98,298.12,58.32000000000001
6,0.007040039999992587,-395.03,300.0,48.42
7,0.008152830000028644,-364.94,298.96,41.13000000000001
8,0.00908125400002291,-345.22,298.64,31.229999999999997
9,0.010716741000067032,-356.2,298.58,21.33
10,0.01165396900006499,-383.51,299.42,12.239999999999998
11,0.013062839000042459,-363.85,299.49,7.829999999999998
12,0.015761592000046676,-389.47,299.38,8.639999999999997
13,0.016949632000034853,-370.24,299.59,5.039999999999997
14,0.019696552000027623,-403.27,298.92,5.039999999999997
15,0.020779926000045634,-349.91,299.28,6.571709999999998
16,0.02230427500001042,-362.24,300.0,6.636663899999998
17,0.023731866000048285,-358.97,298.87,4.033953899999998
18,0.024775715000032505,-339.3,300.0,4.033953899999998
19,0.02598047500003986,-340.61,299.71,4.033953899999998
20,0.02708135500000708,-394.87,300.0,3.2239538999999993
21,0.028121442000042407,-364.8,296.83,4.033953899999998
22,0.030586782000000312,-414.96,299.81,3.9536886873924884
23,0.03191693700000542,-337.6,299.84,3.143688687392489
24,0.03290526399996452,-334.86,298.74,7.553688687392489
25,0.03387170199994216,-345.98,300.0,7.553688543886301
26,0.03481583599989335,-319.84,300.0,8.94877952768992
27,0.036037969999881625,-327.9,299.24,16.446868527689922
28,0.036944275999871934,-316.22,300.0,16.446868527689922
29,0.03920519099989406,-323.42,299.44,17.25686852768992
30,0.04012937599992483,-312.04,300.0,18.06686852768992
31,0.041067358999953285,-307.81,299.86,18.06686852768992
32,0.043565877999924396,-314.8,300.0,18.149405959970817
33,0.04456530399994563,-309.56,300.0,18.149405959970817
34,0.046496959999899445,-315.85,300.0,13.739405959970815
35,0.052374965999888445,-311.63,300.0,12.207696103495538
36,0.05343169599984776,-302.14,299.19,10.747651219691917
37,0.05492523099985647,-327.24,299.97,3.3520445340575407
38,0.055878758999881484,-304.83,300.0,3.3520445340575606
39,0.05683632499989244,-304.97,300.0,2.542044534057561
40,0.057765644999904,-303.3,300.0,1.7320445359277499
41,0.059201953999945545,-302.73,300.0,0.9220445359296037
42,0.06066178699995817,-301.37,300.0,0.10980982625165012
