iter,time,reward,steps,convergence
1,0.115569995,-299.0,300.0,83.89692465600001
2,0.15868667599999986,-299.63,300.0,62.66572277336504
3,0.18927793599999987,-299.99,300.0,39.67720018907701
4,0.21634846200000002,-299.09,300.0,27.594524858863373
5,0.24326358300000006,-299.0,300.0,19.91232980653466
6,0.2871754179999968,-299.09,300.0,18.259866004508584
7,0.3142045419999988,-299.0,300.0,17.629587222953035
8,0.34114032699999797,-299.27,300.0,16.904013796645792
9,0.3683832979999977,-297.97,299.8,14.63363779483607
10,0.3980624980000016,-299.0,300.0,13.49070565584617
11,0.42508608100000345,-289.15,296.21,13.015276937207963
12,0.45314866300000745,-265.76,280.67,10.901580528978979
13,0.4810609460000066,-141.85,202.83,9.136929710316906
14,0.507846021000006,-114.69,182.06,8.641079096502946
15,0.5393091430000041,32.34,56.97,7.6466917169760835
16,0.5685936240000018,35.54,52.87,6.519282536889227
17,0.5967883470000004,36.13,53.27,6.36314020044313
18,0.6253653919999991,36.24,52.98,5.531114838005282
19,0.6554345110000028,35.09,52.47,5.435712248492127
20,0.6833540830000047,36.39,53.01,5.31739335911489
21,0.7108156000000037,37.72,51.86,4.803017099338408
22,0.7399571750000007,34.22,54.46,3.9383702160825393
23,0.7671289970000004,37.18,51.91,3.0299854288854475
24,0.7940351200000038,40.13,50.89,2.3093151142175117
25,0.8226563100000064,36.18,52.28,1.7446592504225666
26,0.8495020560000057,37.93,51.74,1.285940550326874
27,0.8763122640000063,37.33,51.76,0.9205040701511287
28,0.9033291750000032,37.34,52.69,0.6546469239173964
29,0.9304300180000027,36.29,52.4,0.4638493681006892
30,0.9572086980000094,36.54,52.82,0.32469151622859016
31,0.9842855790000087,37.08,51.66,0.2228159086765249
32,1.0110850550000094,37.73,51.85,0.14991301543007118
33,1.0414576610000097,35.02,53.66,0.09919026670247888
34,1.0683005570000077,36.02,52.36,0.0639665318727971
35,1.0954260710000057,37.12,52.1,0.04030354380700629
36,1.122665308000002,34.63,52.44,0.02494815735396827
37,1.1514315970000055,37.74,51.75,0.015376159960434066
38,1.1786219980000041,37.71,51.52,0.009454315317224626
39,1.2058443910000065,39.82,50.84,0.005770040979262703
40,1.2327291910000042,36.58,51.92,0.003477739768682042
41,1.2597087500000086,37.85,52.81,0.002064583906586037
42,1.286580590000007,36.12,52.92,0.001206564100328933
43,1.3136310560000126,35.02,52.56,0.0006946429612213478
44,1.3437155920000095,38.99,50.77,0.0003944868931853307
45,1.37085728200001,36.76,51.57,0.00022131617964227246
46,1.3980718520000082,35.37,52.05,0.00012284278770735568
47,1.425079105000009,35.67,51.86,6.755323709661809e-05
48,1.451974031000006,38.13,52.35,3.685117689933293e-05
49,1.4789983679999992,37.97,51.61,1.9964442785180836e-05
50,1.5061884759999984,36.58,52.51,1.0752323710505607e-05
51,1.5330193139999935,36.07,52.79,5.762051028312953e-06
52,1.5600267599999924,35.02,52.41,3.074880895681531e-06
53,1.5886809869999965,37.81,51.77,1.6351717135876243e-06
54,1.6154350199999925,37.48,52.06,8.670693034673604e-07
