iter,time,reward,steps,convergence
1,0.001742697000000959,-196.14,197.64,89.1
2,0.003364236000003018,-190.18,195.76,79.2
3,0.005160485000004655,-174.36,183.7,69.3
4,0.006807211000005253,-191.8,194.58,59.4
5,0.008373642000005788,-198.18,199.76,50.31
6,0.00936247000000634,-188.78,192.86,41.1471
7,0.010243141000007228,-189.42,196.88,33.8571
8,0.01113177800000642,-195.32,199.1,23.9571
9,0.012031766000006883,-195.64,195.66,14.057099999999997
10,0.012941197000007065,-191.18,196.22,5.032044434898744
11,0.014598359000007832,-190.24,197.3,5.0327734342557715
12,0.015434936000009003,-199.0,200.0,5.0327734342557715
13,0.016273545000011325,-192.7,197.74,5.033422973255808
14,0.017111789000011868,-196.88,199.9,23.033422973255806
15,0.017982465000013548,-187.42,196.5,22.22342297325581
16,0.018821149000011417,-193.4,197.36,21.48632297325581
17,0.019659107000013165,-194.68,197.7,18.87638792717076
18,0.020745896000011754,-179.5,192.62,18.876394571477007
19,0.021706177000012872,-188.02,195.84,18.87697331072585
20,0.02257696500001316,-187.54,195.54,18.00260756003587
21,0.023513212000015216,-183.96,194.34,19.4562188003732
22,0.024246746000017083,-188.38,195.44,19.45621880038239
23,0.025197292000015636,-190.62,197.68,19.455569261382426
24,0.025630888000016228,-176.58,191.72,1.4555692613824278
25,0.02646515700001828,-185.94,195.02,1.4555692696729552
26,0.027321397000019232,-188.76,195.82,1.4555692696830207
27,0.028249113000018866,-190.34,195.38,1.4555043157680685
28,0.02909554500001832,-188.26,195.32,1.4554976714618235
29,0.030105736000017203,-177.16,192.3,1.4549189322129776
30,0.03094259300001667,-178.64,191.76,1.4543406579883282
31,0.031988235000017795,-184.74,193.82,4.182948856623625e-07
