iter,time,reward,steps,convergence
1,0.0012854560000050697,-362.2,300.0,89.12395802
2,0.002775125999988859,-314.05,300.0,79.33395802
3,0.003665367999985847,-303.65,300.0,69.54427260117203
4,0.005343589999995402,-369.46,299.34,59.67014429465583
5,0.006217205000012882,-389.91,299.23,49.8005885734118
6,0.007305708000018285,-386.3,300.0,40.014202092253875
7,0.008204238000018904,-349.24,299.23,30.231094092253876
8,0.009541224000003012,-343.85,300.0,20.449984092253874
9,0.010452569000023004,-302.91,300.0,10.666937409253874
10,0.011326585000034584,-384.74,300.0,0.8789962426893538
11,0.012515714000016942,-736.87,299.56,1.4155282226893533
12,0.013392940000017006,-320.51,300.0,1.4092109479856874
13,0.014263786000014989,-441.69,300.0,1.4070581868136671
14,0.015140180000031478,-380.46,300.0,1.4996634598603804
15,0.016001244000023007,-303.3,300.0,1.7792191811044078
16,0.01689106300003118,-301.91,300.0,2.1756056622623334
17,0.017758819000022186,-334.6,300.0,2.1686936622623336
18,0.01872073400002705,-313.31,300.0,2.1627922026146065
19,0.01988080300000661,-368.94,300.0,2.5558388856146066
20,0.020756078999994543,-325.23,299.65,2.7517424663791274
21,0.021638121999984605,-310.32,300.0,2.3025698888829735
22,0.022599338999981455,-372.64,300.0,2.2286169781838154
23,0.023652798999961533,-307.63,300.0,2.624524304632108
24,0.024523043999948868,-397.57,298.05,3.056124373324015
25,0.025392622999959258,-300.98,300.0,2.8612867428158166
26,0.026284308999976247,-450.27,299.03,2.3798809382929775
27,0.027154532999986714,-330.18,300.0,2.3818809382929773
28,0.028032812999981616,-302.24,300.0,2.8275978239207036
29,0.028915190999981633,-350.69,300.0,2.42907349634626
30,0.02983857499995679,-299.0,300.0,2.4249084499695726
31,0.030699706999939735,-313.76,300.0,2.419628544867726
32,0.031570076999912544,-325.29,298.89,2.4180378397863604
33,0.03245113099990249,-302.01,300.0,2.0240547133380686
34,0.03337772099988001,-389.55,299.92,1.5919304161305803
35,0.03436699099987095,-299.94,300.0,1.991442939782185
36,0.03524559899986457,-304.42,300.0,2.3829070940547425
37,0.037111850999878016,-371.43,300.0,2.386512292453858
38,0.03853927399987356,-336.1,300.0,1.9448954177486086
39,0.03942949999986922,-298.05,298.22,2.348410677885363
40,0.04030412099984915,-315.89,300.0,2.3296927771782263
41,0.041188544999840815,-326.2,296.59,2.333545259776227
42,0.04196219499985432,-334.47,300.0,2.3507470209390475
43,0.04285327999986066,-318.5,300.0,2.3418134335303735
44,0.04381590799985702,-319.45,300.0,2.333248502380934
45,0.04477160499988031,-299.18,300.0,1.9447176005934708
46,0.045665786999876445,-321.24,300.0,1.6236533944840914
47,0.04654006799987087,-299.0,300.0,1.792197242688252
48,0.047421245999856865,-310.19,300.0,1.7843871104721374
49,0.04836661199985315,-330.16,300.0,1.5722059168100855
50,0.049345031999877165,-309.86,300.0,1.5914228557510826
51,0.050282706999894344,-350.49,300.0,1.8134815717038848
52,0.05115453499988121,-378.95,300.0,2.0753310301078116
53,0.052102311999902895,-313.04,300.0,2.2817873587591806
54,0.05299325799990129,-320.53,300.0,2.285391658937712
55,0.05389059299989185,-303.68,300.0,2.2428078967329865
56,0.05475433899988502,-334.36,300.0,2.6067717730926487
57,0.055731071999900905,-456.12,299.69,2.421676714855697
58,0.05678951799990273,-496.34,296.98,2.8119662776594425
59,0.0576874929998894,-326.3,300.0,2.9991814225979496
60,0.05825714799988191,-324.97,300.0,2.7956583813211977
61,0.05911545299986187,-431.68,299.85,2.5687543595497773
62,0.05998323399984429,-327.09,300.0,2.372318767849882
63,0.06085594799984051,-324.61,300.0,2.5882117184156015
64,0.06172633299982522,-310.88,300.0,2.6151869523284246
65,0.06259961899982613,-324.08,300.0,2.8369341606125387
66,0.06347883499981322,-425.14,300.0,2.8746206534818723
67,0.06435817699980362,-310.22,300.0,2.894096720621185
68,0.06514186999979188,-431.49,300.0,2.497265281208489
69,0.06601048799979026,-362.15,300.0,2.116910727259723
70,0.06694136599978151,-356.36,300.0,2.5116659640683823
71,0.06783960599977945,-308.76,299.43,2.7277189630994583
72,0.06871510399977865,-311.91,300.0,3.128432245716796
73,0.06936196699976449,-347.06,300.0,2.714688085669202
74,0.07023369599977514,-305.04,300.0,2.8777926683770345
75,0.07110885899976438,-415.65,298.18,2.6710984478933697
76,0.07196778699977813,-463.36,298.72,2.20180161213801
77,0.07284283899977595,-377.88,299.6,2.1951338590511313
78,0.07355559599977823,-382.96,300.0,2.208325690303076
79,0.07611913099978551,-352.04,300.0,2.4848980018973377
80,0.07698675399979038,-360.06,300.0,2.2942979499107934
81,0.07786114299980795,-321.08,300.0,2.003210600262098
82,0.07884587099979967,-332.23,300.0,1.5821320800780285
83,0.07974521799980039,-473.94,298.59,1.724975912580868
84,0.08062957599977949,-582.76,297.07,1.5395026301727839
85,0.08153003699979422,-492.78,298.77,1.924440843690435
86,0.08240212799978508,-321.35,300.0,2.434953688964228
87,0.08412773599977186,-317.9,300.0,2.4551163235596336
88,0.08501768899975559,-384.59,299.77,2.871267730175475
