,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,7.576919460296631,1.7507399020245484,0.016770124435424805,0.003192857737165697,100,36,"{'NN__hidden_layer_sizes': 100, 'rp__n_components': 36}",0.8448103792415169,0.8656343656343657,0.854,0.8483483483483484,0.8717434869739479,0.8569,0.010238874378385837,23,0.9242121060530265,0.9398599649912478,0.91,0.9265183704073982,0.9205397301349325,0.9242260343173211,0.00965032308253205
1,8.934741973876953,1.6760786193734263,0.02251749038696289,0.004154495813325269,100,76,"{'NN__hidden_layer_sizes': 100, 'rp__n_components': 76}",0.9106786427145709,0.9100899100899101,0.923,0.9029029029029029,0.9138276553106213,0.9121,0.0065170488821090335,15,0.9809904952476238,0.964991247811953,0.987625,0.968507873031742,0.9721389305347327,0.9748507093252103,0.008314731158645006
2,8.552434062957763,2.203582744826306,0.02703580856323242,0.0028081156421644825,100,116,"{'NN__hidden_layer_sizes': 100, 'rp__n_components': 116}",0.9211576846307385,0.9275724275724275,0.9325,0.9054054054054054,0.9253507014028056,0.9224,0.009247203359403634,5,0.9548524262131065,0.9911227806951738,0.991,0.976005998500375,0.9773863068465767,0.9780735024510463,0.013276620003666752
3,9.597202491760253,1.9264429012482676,0.03105754852294922,0.002735760792769578,100,156,"{'NN__hidden_layer_sizes': 100, 'rp__n_components': 156}",0.9256487025948104,0.9265734265734266,0.9295,0.9164164164164165,0.9238476953907816,0.9244,0.00438814728717264,3,0.9883691845922962,0.987871967991998,0.991375,0.9896275931017245,0.9668915542228885,0.9848270599817814,0.009048990165673013
4,8.203794622421265,1.7154769396243605,0.039128780364990234,0.0025878833000497234,100,196,"{'NN__hidden_layer_sizes': 100, 'rp__n_components': 196}",0.935129740518962,0.9225774225774226,0.9195,0.9174174174174174,0.9308617234468938,0.9251,0.006791476448381539,2,0.9892446223111556,0.9871217804451112,0.95625,0.9823794051487128,0.9885057471264368,0.9807003110062833,0.012456343154371463
5,9.2897442817688,1.397848558574359,0.018012571334838866,0.0024605202181760917,"(100, 100)",36,"{'NN__hidden_layer_sizes': (100, 100), 'rp__n_components': 36}",0.8562874251497006,0.8736263736263736,0.8605,0.8623623623623624,0.8707414829659319,0.8647,0.0064838011579136995,21,0.9423461730865432,0.9424856214053513,0.97125,0.9425143714071482,0.9570214892553723,0.951123531030883,0.011538056933396643
6,9.026888370513916,2.5444763001162474,0.026743125915527344,0.004518111984130027,"(100, 100)",76,"{'NN__hidden_layer_sizes': (100, 100), 'rp__n_components': 76}",0.9031936127744511,0.9145854145854145,0.922,0.9039039039039038,0.906312625250501,0.91,0.007241013439135145,17,0.9766133066533267,0.9894973743435859,0.991,0.9861284678830292,0.9573963018490754,0.9801270901458035,0.012418327910087042
7,8.702765893936157,1.5981270469343734,0.030550432205200196,0.0014852770884991235,"(100, 100)",116,"{'NN__hidden_layer_sizes': (100, 100), 'rp__n_components': 116}",0.9166666666666666,0.9185814185814186,0.92,0.913913913913914,0.9218436873747495,0.9182,0.0027328925013860865,12,0.9784892446223111,0.9911227806951738,0.98225,0.9891277180704824,0.9756371814092953,0.9833253849594525,0.005968578219157224
8,11.39554500579834,4.917193458765646,0.03732876777648926,0.002529948037260395,"(100, 100)",156,"{'NN__hidden_layer_sizes': (100, 100), 'rp__n_components': 156}",0.9131736526946108,0.9210789210789211,0.9345,0.9164164164164165,0.9248496993987976,0.922,0.007408228191052233,7,0.9769884942471235,0.991747936984246,0.98875,0.9910022494376406,0.9940029985007496,0.988498335833952,0.005994507323414041
9,10.29685573577881,2.4427059676033056,0.03466219902038574,0.000997864753935251,"(100, 100)",196,"{'NN__hidden_layer_sizes': (100, 100), 'rp__n_components': 196}",0.9236526946107785,0.932067932067932,0.9355,0.9074074074074074,0.9278557114228457,0.9253,0.009787267994961536,1,0.9907453726863432,0.9868717179294824,0.992375,0.9893776555861035,0.9877561219390305,0.9894251736281919,0.001987587919446425
10,12.052386331558228,2.283304099395965,0.024964332580566406,0.0017894037989420188,"(100, 100, 100)",36,"{'NN__hidden_layer_sizes': (100, 100, 100), 'rp__n_components': 36}",0.8517964071856288,0.8661338661338661,0.8605,0.8528528528528528,0.87374749498998,0.861,0.008246110997181939,22,0.965232616308154,0.9608652163040761,0.93275,0.9455136215946014,0.9591454272863568,0.9527013762986376,0.011957652669634302
11,11.892123460769653,1.7752040203535429,0.030126428604125975,0.0014280116300286376,"(100, 100, 100)",76,"{'NN__hidden_layer_sizes': (100, 100, 100), 'rp__n_components': 76}",0.903692614770459,0.9070929070929071,0.9155,0.8923923923923924,0.9133266533066132,0.9064,0.008179665296405611,19,0.9906203101550776,0.9906226556639159,0.9915,0.9687578105473632,0.9863818090954523,0.9855765170923618,0.00859660860754901
12,10.915675401687622,2.7685470790157303,0.03590502738952637,0.0009921241100816348,"(100, 100, 100)",116,"{'NN__hidden_layer_sizes': (100, 100, 100), 'rp__n_components': 116}",0.9141716566866267,0.9235764235764236,0.9235,0.9049049049049049,0.9283567134268537,0.9189,0.008371023179608196,11,0.9769884942471235,0.9928732183045762,0.99325,0.9847538115471132,0.993503248375812,0.988273754494925,0.00652706350711809
