,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
12,37.08179874420166,6.52105382993597,0.037346839904785156,0.004875794152368981,"(100, 100, 100)",116,"{'NN__hidden_layer_sizes': (100, 100, 100), 'ica__n_components': 116}",0.9161258112830754,0.903096903096903,0.8979489744872436,0.8988988988988988,0.9174174174174174,0.9067,0.008415000040374244,1,0.9521070401400525,0.9694923730932733,0.940257467816523,0.9378905273681579,0.9360159960009997,0.9471526808838012,0.012497717590210447
13,41.71804428100586,11.47179777391905,0.04797086715698242,0.011587396849099192,"(100, 100, 100)",156,"{'NN__hidden_layer_sizes': (100, 100, 100), 'ica__n_components': 156}",0.9036445332001997,0.8901098901098901,0.8909454727363681,0.8803803803803804,0.9144144144144144,0.8959,0.011842467799751852,8,0.9356008503188695,0.9642410602650663,0.9447569053868267,0.9262684328917771,0.9597600599850038,0.9461254617695086,0.014289990664523215
14,65.73816332817077,2.273496311271019,0.05263428688049317,0.004884697450640834,"(100, 100, 100)",196,"{'NN__hidden_layer_sizes': (100, 100, 100), 'ica__n_components': 196}",0.8826759860209685,0.8791208791208791,0.8769384692346173,0.8828828828828829,0.9079079079079079,0.8859,0.011221753234027809,15,0.9162185819682381,0.9589897474368592,0.9573803274590676,0.9383904023994002,0.9488877780554861,0.9439733674638102,0.01569004328922413
15,45.37269277572632,4.660244983437175,0.034023284912109375,0.0034136387599980247,"(100, 100, 100, 100)",36,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'ica__n_components': 36}",0.90963554667998,0.8931068931068931,0.8994497248624312,0.8893893893893894,0.9039039039039038,0.8991,0.007273181037862396,5,0.9267225209453545,0.9148537134283571,0.9345081864766904,0.9056485878530367,0.9078980254936266,0.9179262068394131,0.011073226768932848
16,37.661950540542605,4.889445830452208,0.038181209564208986,0.00360374878143347,"(100, 100, 100, 100)",76,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'ica__n_components': 76}",0.9121318022965552,0.9020979020979021,0.9164582291145573,0.8978978978978979,0.9024024024024024,0.9062,0.006935777410260351,2,0.9488558209328498,0.953988497124281,0.9555055618047744,0.9295176205948513,0.9212696825793552,0.9418274366072223,0.013845818928304053
17,48.47479157447815,6.635338953226806,0.04296197891235352,0.0035409405566027598,"(100, 100, 100, 100)",116,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'ica__n_components': 116}",0.9011482775836246,0.8946053946053946,0.896448224112056,0.8843843843843844,0.914914914914915,0.8983,0.009944305190309434,6,0.9702388395648368,0.9476119029757439,0.9665041869766279,0.9300174956260935,0.9523869032741814,0.9533518656834967,0.014398087321449572
18,39.48449716567993,7.142655046744207,0.048894405364990234,0.0052795634146929095,"(100, 100, 100, 100)",156,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'ica__n_components': 156}",0.8986520219670494,0.8666333666333667,0.8844422211105553,0.8888888888888888,0.8598598598598599,0.8797,0.014357518862769095,21,0.9641115418281856,0.9316079019754939,0.9660042494688164,0.9397650587353161,0.8990252436890778,0.9401027991393779,0.024523245147588954
19,70.79322257041932,10.629221168260568,0.047463178634643555,0.0019576314478271357,"(100, 100, 100, 100)",196,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'ica__n_components': 196}",0.8846729905142287,0.8726273726273727,0.8764382191095548,0.8743743743743744,0.8968968968968969,0.881,0.008953157668914358,20,0.9517318994622984,0.935233808452113,0.9547556555430571,0.9476380904773807,0.9640089977505624,0.9506736903370824,0.00941506759866884
20,57.96277813911438,9.77031816770583,0.04343647956848144,0.010143133177990782,"(100, 100, 100, 100, 100)",36,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'ica__n_components': 36}",0.8846729905142287,0.8831168831168831,0.8774387193596799,0.8923923923923924,0.8783783783783784,0.8832,0.0053478218783974095,18,0.9039639864949356,0.921730432608152,0.919260092488439,0.9173956510872282,0.8831542114471382,0.9091008748251787,0.014360610772046959
21,50.098002195358276,4.601848128123008,0.04474892616271973,0.0019233627777392706,"(100, 100, 100, 100, 100)",76,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'ica__n_components': 76}",0.9046430354468298,0.9015984015984015,0.9059529764882441,0.8918918918918919,0.9034034034034034,0.9015,0.005011287553862801,4,0.9493560085031887,0.9571142785696424,0.9646294213223348,0.9313921519620095,0.9170207448137966,0.9439025210341944,0.01739560108412631
22,55.95324034690857,5.374520325854533,0.050679922103881836,0.005677627341312058,"(100, 100, 100, 100, 100)",116,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'ica__n_components': 116}",0.9051422865701447,0.8806193806193806,0.8919459729864933,0.8883883883883884,0.9034034034034034,0.8939,0.009246815403643097,9,0.961235463298737,0.9658664666166542,0.9687539057617798,0.9438890277430643,0.9468882779305173,0.9573266282701505,0.010082844508116598
23,53.155256271362305,16.95780827442084,0.05123186111450195,0.004343838615914768,"(100, 100, 100, 100, 100)",156,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'ica__n_components': 156}",0.8971542685971043,0.8836163836163836,0.8519259629814907,0.8753753753753754,0.8983983983983984,0.8813,0.01700962933315869,19,0.9682380892834813,0.9556139034758689,0.922384701912261,0.9462634341414646,0.9636340914771307,0.9512268440580414,0.016242371406487894
24,67.17716279029847,17.33709333088437,0.050881147384643555,0.012003096516164576,"(100, 100, 100, 100, 100)",196,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'ica__n_components': 196}",0.8701947079380928,0.8676323676323676,0.8684342171085543,0.8548548548548549,0.8608608608608609,0.8644,0.00572513918382277,24,0.9253470051269226,0.9609902475618904,0.9825021872265967,0.9277680579855037,0.8910272431892027,0.9375269482180231,0.03155664132957866
