,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
13,25.437390279769897,4.369442646717935,0.025067567825317383,0.002862554076887414,"(100, 100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100, 100), 'km__n_clusters': 10}",0.6322355289421158,0.600199900049975,0.623,0.5265265265265265,0.585878818227341,0.5936,0.03730283951869556,12,0.6326913456728365,0.6084510563820478,0.62875,0.5294926268432891,0.5980257403473698,0.5994821538491086,0.03725735761786965
14,28.716183948516846,2.5503580523079714,0.024662017822265625,0.006207584705456776,"(100, 100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100, 100), 'km__n_clusters': 15}",0.656187624750499,0.6621689155422289,0.664,0.5875875875875876,0.5247871807711567,0.619,0.054997575325062796,11,0.650200100050025,0.6528316039504938,0.670375,0.6007248187953012,0.5381731850556042,0.6224609415702849,0.04809257733444986
15,22.751865959167482,6.508678856736047,0.024926471710205077,0.005774592595305811,"(100, 100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100, 100), 'km__n_clusters': 20}",0.6606786427145709,0.6816591704147926,0.6285,0.0965965965965966,0.5748622934401603,0.5286,0.21884962586495688,20,0.6535767883941971,0.688461057632204,0.62825,0.0973506623344164,0.5762838935399225,0.528784480380148,0.21879417389852623
16,29.309473705291747,4.358238507258082,0.021770572662353514,0.001998538625223117,"(100, 100, 100)",25,"{'NN__hidden_layer_sizes': (100, 100, 100), 'km__n_clusters': 25}",0.6946107784431138,0.7186406796601699,0.673,0.5690690690690691,0.6219328993490235,0.6555,0.053694686391818576,3,0.6864682341170585,0.7244655581947743,0.673625,0.5719820044988753,0.6228914157191053,0.6558864425059627,0.05306905693287526
17,25.20142650604248,4.134879328574696,0.02342982292175293,0.0028461300596146944,"(100, 100, 100)",30,"{'NN__hidden_layer_sizes': (100, 100, 100), 'km__n_clusters': 30}",0.6751497005988024,0.6691654172913544,0.7305,0.5405405405405406,0.499749624436655,0.6231,0.08760613428000835,10,0.6674587293646823,0.6744593074134266,0.740125,0.5433641589602599,0.5084343371235787,0.6267683065723896,0.08687814705378405
18,27.749291467666627,6.909815121546905,0.029110527038574217,0.0007724554830293694,"(100, 100, 100, 100)",5,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 5}",0.5104790419161677,0.4752623688155922,0.6475,0.3178178178178178,0.3184777165748623,0.454,0.12486521320199409,25,0.5182591295647824,0.46405800725090635,0.648625,0.3227943014246438,0.31088341871798075,0.4529239713916627,0.12633352037836434
19,29.942352104187012,5.657314103931039,0.029932260513305664,0.0011772692944532197,"(100, 100, 100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 10}",0.658183632734531,0.6286856571714143,0.585,0.5485485485485485,0.5443164747120681,0.593,0.04457800524890356,13,0.6547023511755878,0.6324540567570947,0.58675,0.5468632841789552,0.5466699987504686,0.5934879381724213,0.04399259114764781
20,24.609689950942993,4.9092402485916065,0.027032232284545897,0.0016970212255351003,"(100, 100, 100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 15}",0.6576846307385229,0.5942028985507246,0.6695,0.46846846846846846,0.5252879318978467,0.5831,0.07697630592429894,15,0.6625812906453227,0.5918239779972496,0.668125,0.4697575606098475,0.5351743096338873,0.5854924277772614,0.07581213067890201
21,40.74619674682617,10.694595330576865,0.031183433532714844,0.002867154181345425,"(100, 100, 100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 20}",0.6387225548902196,0.6906546726636682,0.7205,0.6136136136136137,0.5388082123184778,0.6405,0.0631945841236753,4,0.6224362181090545,0.6848356044505564,0.731625,0.6263434141464633,0.5424215919030364,0.6415323657218222,0.0638907909266194
22,31.11849465370178,4.490877083632744,0.026508569717407227,0.002250755841885086,"(100, 100, 100, 100)",25,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 25}",0.6936127744510978,0.6911544227886057,0.69,0.5415415415415415,0.528292438657987,0.629,0.07686012876374318,7,0.693096548274137,0.6984623077884735,0.703125,0.5402399400149962,0.5436711233287517,0.6357189838812717,0.07663098204968281
23,38.42989282608032,8.35483577349373,0.027505254745483397,0.0018800219312213534,"(100, 100, 100, 100)",30,"{'NN__hidden_layer_sizes': (100, 100, 100, 100), 'km__n_clusters': 30}",0.7375249500998003,0.7126436781609196,0.7675,0.47897897897897895,0.6509764646970456,0.6696,0.10267178205038537,1,0.7368684342171086,0.7178397299662458,0.783375,0.4902524368907773,0.6536298887917031,0.676393097973167,0.10196737356536605
24,28.4305380821228,11.188834474712994,0.0328183650970459,0.0015764046882486547,"(100, 100, 100, 100, 100)",5,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 5}",0.42664670658682635,0.48575712143928035,0.6595,0.3053053053053053,0.33350025037556336,0.4422,0.12639555338582065,26,0.43846923461730863,0.49331166395799475,0.668,0.3060484878780305,0.3227539672622766,0.4457166707431221,0.13141895976395349
25,37.299542331695555,7.8526145752423275,0.03666033744812012,0.0022733278734520857,"(100, 100, 100, 100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 10}",0.6467065868263473,0.6501749125437282,0.634,0.5875875875875876,0.6064096144216324,0.625,0.024209850554601002,9,0.6420710355177589,0.6555819477434679,0.638875,0.5848537865533616,0.6192677745845308,0.6281299088798239,0.02455518935284184
26,38.245273971557616,3.392932264448608,0.03660483360290527,0.0028804604406096374,"(100, 100, 100, 100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 15}",0.6287425149700598,0.6606696651674163,0.691,0.6166166166166166,0.5958938407611417,0.6386,0.03356874795256757,5,0.6399449724862432,0.6588323540442556,0.6965,0.6114721319670082,0.5921529426465075,0.639780480228803,0.03646875318439587
27,40.946357011795044,8.577196438945126,0.05204119682312012,0.01770997559888899,"(100, 100, 100, 100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 20}",0.6666666666666666,0.6966516741629185,0.6695,0.3078078078078078,0.6114171256885328,0.5905,0.1439441602557309,14,0.6605802901450726,0.7015876984623078,0.668125,0.3055486128467883,0.6253904785705361,0.5922464160049409,0.1453800214146216
28,55.12256088256836,12.88703332150812,0.041381025314331056,0.004969701630434725,"(100, 100, 100, 100, 100)",25,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 25}",0.7060878243512974,0.672663668165917,0.7415,0.5330330330330331,0.6259389083625438,0.6559,0.0722632579128357,2,0.7017258629314658,0.67420927615952,0.77125,0.5361159710072482,0.6252655254279645,0.6617133271052397,0.07856026041298181
29,40.38096890449524,14.633918979047257,0.031005144119262695,0.0060560154605442135,"(100, 100, 100, 100, 100)",30,"{'NN__hidden_layer_sizes': (100, 100, 100, 100, 100), 'km__n_clusters': 30}",0.7235528942115769,0.7186406796601699,0.629,0.4894894894894895,0.57135703555333,0.6265,0.08913786638975661,8,0.7269884942471235,0.7153394174271784,0.645625,0.4821294676330917,0.5834062226665001,0.6306977203947788,0.09051846791463575
